,Start of Path,End of Path,Number of Cars on Path
52589,DV,18620,0.0
52590,DV,16759,0.0
52591,DV,19326,0.0
52592,DV,13620,0.0
52593,DV,13704,0.0
52594,DV,20239,0.0
52595,DV,19796,0.0
52596,DV,20943,0.0
52597,DV,14175,0.0
52598,DV,20824,0.0
52599,DV,14667,0.0
52600,DV,14258,0.0
52601,DV,12409,0.0
52602,DV,20381,0.0
52603,DV,12012,0.0
52604,DV,15172,0.0
52605,DV,15097,0.0
52606,DV,12638,0.0
52607,DV,9255,0.0
52608,DV,8586,0.0
52609,DV,20279,0.0
52610,DV,16220,0.0
52611,DV,19146,0.0
52612,DV,16555,0.0
52613,DV,20896,0.0
52614,DV,13925,0.0
52615,DV,20342,0.0
52616,DV,12141,0.0
52617,DV,9289,0.0
52618,DV,16616,0.0
52619,DV,15521,0.0
52620,DV,12013,0.0
52621,DV,14806,0.0
52622,DV,20357,0.0
52623,DV,15217,0.0
52624,DV,12086,0.0
52625,DV,447,0.0
52626,DV,13131,0.0
52627,DV,12795,0.0
52628,DV,19651,0.0
52629,DV,13343,0.0
52630,DV,14207,0.0
52631,DV,13904,0.0
52632,DV,20561,0.0
52633,DV,8604,0.0
52634,DV,13592,0.0
52635,DV,20965,0.0
52636,DV,14692,0.0
52637,DV,16374,0.0
52638,DV,18621,0.0
52639,DV,16398,0.0
52640,DV,20708,0.0
52641,DV,11914,0.0
52642,DV,19805,0.0
52643,DV,14468,0.0
52644,DV,19379,0.0
52645,DV,17936,0.0
52646,DV,13773,0.0
52647,DV,20135,0.0
52648,DV,16753,0.0
52649,DV,15634,0.0
52650,DV,15088,0.0
52651,DV,21093,0.0
52652,DV,17215,0.0
52653,DV,15684,0.0
52654,DV,14281,0.0
52655,DV,570,0.0
52656,DV,21518,0.0
52657,DV,20798,0.0
52658,DV,12658,0.0
52659,DV,20552,0.0
52660,DV,16202,0.0
52661,DV,12756,0.0
52662,DV,12837,0.0
52663,DV,12181,0.0
52664,DV,19616,0.0
52665,DV,14049,0.0
52666,DV,21617,0.0
52667,DV,9294,0.0
52668,DV,18060,0.0
52669,DV,9086,0.0
52670,DV,5303,0.0
52671,DV,14487,0.0
52672,DV,19600,0.0
52673,DV,16574,0.0
52674,DV,11987,0.0
52675,DV,19072,0.0
52676,DV,14013,0.0
52677,DV,16470,0.0
52678,DV,9400,0.0
52679,DV,20692,0.0
52680,DV,12955,0.0
52681,DV,20868,0.0
52682,DV,20686,0.0
52683,DV,13715,0.0
52684,DV,16435,0.0
52685,DV,14245,0.0
52686,DV,19321,0.0
52687,DV,19513,0.0
52688,DV,9158,0.0
52689,DV,19245,0.0
52690,DV,19211,0.0
52691,DV,15013,0.0
52692,DV,13896,0.0
52693,DV,19423,0.0
52694,DV,13680,0.0
52695,DV,14785,0.0
52696,DV,13843,0.0
52697,DV,15472,0.0
52698,DV,14436,0.0
52699,DV,15945,0.0
52700,DV,21614,0.0
52701,DV,13605,0.0
52702,DV,9401,0.0
52703,DV,12642,0.0
52704,DV,20038,0.0
52705,DV,16122,0.0
52706,DV,13887,0.0
52707,DV,8924,0.0
52708,DV,16453,0.0
52709,DV,13610,0.0
52710,DV,14763,0.0
52711,DV,18870,0.0
52712,DV,19676,0.0
52713,DV,9258,0.0
52714,DV,15447,0.0
52715,DV,12391,0.0
52716,DV,20790,0.0
52717,DV,20164,0.0
52718,DV,14574,0.0
52719,DV,19969,0.0
52720,DV,19673,0.0
52721,DV,12197,0.0
52722,DV,20775,0.0
52723,DV,15163,0.0
52724,DV,19081,0.0
52725,DV,16323,0.0
52726,DV,12703,0.0
52727,DV,8714,0.0
52728,DV,16335,0.0
52729,DV,16767,0.0
52730,DV,14738,0.0
52731,DV,14239,0.0
52732,DV,16431,0.0
52733,DV,13180,0.0
52734,DV,15265,0.0
52735,DV,20097,0.0
52736,DV,20454,0.0
52737,DV,20233,0.0
52738,DV,14860,0.0
52739,DV,21507,0.0
52740,DV,13588,0.0
52741,DV,16518,0.0
52742,DV,16275,0.0
52743,DV,13460,0.0
52744,DV,19948,0.0
52745,DV,14220,0.0
52746,DV,15272,0.0
52747,DV,15436,0.0
52748,DV,9096,0.0
52749,DV,12705,0.0
52750,DV,9127,0.0
52751,DV,15337,0.0
52752,DV,15090,0.0
52753,DV,12229,0.0
52754,DV,15037,0.0
52755,DV,11941,0.0
52756,DV,13794,0.0
52757,DV,14431,0.0
52758,DV,13945,0.0
52759,DV,12160,0.0
52760,DV,19854,0.0
52761,DV,15405,0.0
52762,DV,20857,0.0
52763,DV,19825,0.0
52764,DV,19605,0.0
52765,DV,9263,0.0
52766,DV,18877,0.0
52767,DV,15814,0.0
52768,DV,14040,0.0
52769,DV,14244,0.0
52770,DV,18944,0.0
52771,DV,21057,0.0
52772,DV,13915,0.0
52773,DV,15373,0.0
52774,DV,9167,0.0
52775,DV,14742,0.0
52776,DV,19261,0.0
52777,DV,15708,0.0
52778,DV,14690,0.0
52779,DV,20243,0.0
52780,DV,14288,0.0
52781,DV,13894,0.0
52782,DV,16319,0.0
52783,DV,19804,0.0
52784,DV,15656,0.0
52785,DV,12875,0.0
52786,DV,8596,0.0
52787,DV,18252,0.0
52788,DV,14231,0.0
52789,DV,19552,0.0
52790,DV,16619,0.0
52791,DV,20017,0.0
52792,DV,15186,0.0
52793,DV,20229,0.0
52794,DV,17108,0.0
52795,DV,14589,0.0
52796,DV,9389,0.0
52797,DV,13808,0.0
52798,DV,14756,0.0
52799,DV,19708,0.0
52800,DV,14842,0.0
52801,DV,16137,0.0
52802,DV,13135,0.0
52803,DV,9349,0.0
52804,DV,15855,0.0
52805,DV,13754,0.0
52806,DV,13996,0.0
52807,DV,16211,0.0
52808,DV,13607,0.0
52809,DV,12962,0.0
52810,DV,18792,0.0
52811,DV,20932,0.0
52812,DV,14456,0.0
52813,DV,13132,0.0
52814,DV,21109,0.0
52815,DV,15820,0.0
52816,DV,18993,0.0
52817,DV,13246,0.0
52818,DV,20843,0.0
52819,DV,19832,0.0
52820,DV,19268,0.0
52821,DV,15167,0.0
52822,DV,13835,0.0
52823,DV,16656,0.0
52824,DV,13857,0.0
52825,DV,15183,0.0
52826,DV,16603,0.0
52827,DV,19544,0.0
52828,DV,13631,0.0
52829,DV,12186,0.0
52830,DV,13791,0.0
52831,DV,16216,0.0
52832,DV,14177,0.0
52833,DV,15282,0.0
52834,DV,18440,0.0
52835,DV,14444,0.0
52836,DV,13252,0.0
52837,DV,20898,0.0
52838,DV,12184,0.0
52839,DV,18790,0.0
52840,DV,13463,0.0
52841,DV,14042,0.0
52842,DV,15248,0.0
52843,DV,14992,0.0
52844,DV,9297,0.0
52845,DV,18363,0.0
52846,DV,16525,0.0
52847,DV,20251,0.0
52848,DV,20288,0.0
52849,DV,13783,0.0
52850,DV,20890,0.0
52851,DV,20939,0.0
52852,DV,13471,0.0
52853,DV,9283,0.0
52854,DV,20813,0.0
52855,DV,14414,0.0
52856,DV,15513,0.0
52857,DV,12378,0.0
52858,DV,20930,0.0
52859,DV,13145,0.0
52860,DV,12125,0.0
52861,DV,13114,0.0
52862,DV,12631,0.0
52863,DV,13297,0.0
52864,DV,20171,0.0
52865,DV,11926,0.0
52866,DV,15254,0.0
52867,DV,14201,0.0
52868,DV,13815,0.0
52869,DV,16373,0.0
52870,DV,19961,0.0
52871,DV,20299,0.0
52872,DV,15627,0.0
52873,DV,19492,0.0
52874,DV,18995,0.0
52875,DV,14103,0.0
52876,DV,19394,0.0
52877,DV,16278,0.0
52878,DV,13321,0.0
52879,DV,19526,0.0
52880,DV,14865,0.0
52881,DV,9212,0.0
52882,DV,8593,0.0
52883,DV,21060,0.0
52884,DV,13725,0.0
52885,DV,14398,0.0
52886,DV,20855,0.0
52887,DV,15383,0.0
52888,DV,12533,0.0
52889,DV,13532,0.0
52890,DV,14679,0.0
52891,DV,16788,0.0
52892,DV,9268,0.0
52893,DV,18349,0.0
52894,DV,19618,0.0
52895,DV,12400,0.0
52896,DV,4123,0.0
52897,DV,18900,0.0
52898,DV,13656,0.0
52899,DV,20850,0.0
52900,DV,9210,0.0
52901,DV,19534,0.0
52902,DV,21274,0.0
52903,DV,14813,0.0
52904,DV,13668,0.0
52905,DV,15270,0.0
52906,DV,20754,0.0
52907,DV,18794,0.0
52908,DV,21076,0.0
52909,DV,20883,0.0
52910,DV,20959,0.0
52911,DV,14228,0.0
52912,DV,16149,0.0
52913,DV,15769,0.0
52914,DV,18829,0.0
52915,DV,14088,0.0
52916,DV,2068,0.0
52917,DV,13181,0.0
52918,DV,18388,0.0
52919,DV,20490,0.0
52920,DV,15035,0.0
52921,DV,18987,0.0
52922,DV,19682,0.0
52923,DV,19159,0.0
52924,DV,20145,0.0
52925,DV,15441,0.0
52926,DV,13722,0.0
52927,DV,19554,0.0
52928,DV,9326,0.0
52929,DV,21266,0.0
52930,DV,16177,0.0
52931,DV,15257,0.0
52932,DV,13750,0.0
52933,DV,19729,0.0
52934,DV,14268,0.0
52935,DV,9228,0.0
52936,DV,8568,0.0
52937,DV,20359,0.0
52938,DV,14605,0.0
52939,DV,16082,0.0
52940,DV,15220,0.0
52941,DV,12530,0.0
52942,DV,16191,0.0
52943,DV,19140,0.0
52944,DV,9453,0.0
52945,DV,13661,0.0
52946,DV,15626,0.0
52947,DV,16610,0.0
52948,DV,12773,0.0
52949,DV,19154,0.0
52950,DV,17488,0.0
52951,DV,15110,0.0
52952,DV,13958,0.0
52953,DV,8668,0.0
52954,DV,20363,0.0
52955,DV,19355,0.0
52956,DV,15388,0.0
52957,DV,16412,0.0
52958,DV,19238,0.0
52959,DV,12764,0.0
52960,DV,15474,0.0
52961,DV,14243,0.0
52962,DV,20833,0.0
52963,DV,19096,0.0
52964,DV,15346,0.0
52965,DV,12918,0.0
52966,DV,12111,0.0
52967,DV,9211,0.0
52968,DV,14234,0.0
52969,DV,9139,0.0
52970,DV,20862,0.0
52971,DV,13752,0.0
52972,DV,12126,0.0
52973,DV,8511,0.0
52974,DV,19787,0.0
52975,DV,15426,0.0
52976,DV,17521,0.0
52977,DV,18577,0.0
52978,DV,21317,0.0
52979,DV,15370,0.0
52980,DV,12333,0.0
52981,DV,9176,0.0
52982,DV,15180,0.0
52983,DV,20899,0.0
52984,DV,12320,0.0
52985,DV,12867,0.0
52986,DV,17809,0.0
52987,DV,16671,0.0
52988,DV,13332,0.0
52989,DV,14222,0.0
52990,DV,13819,0.0
52991,DV,13901,0.0
52992,DV,20722,0.0
52993,DV,16397,0.0
52994,DV,20847,0.0
52995,DV,14694,0.0
52996,DV,15273,0.0
52997,DV,16501,0.0
52998,DV,16542,0.0
52999,DV,15236,0.0
53000,DV,20560,0.0
53001,DV,16022,0.0
53002,DV,18894,0.0
53003,DV,19152,0.0
53004,DV,18667,0.0
53005,DV,18893,0.0
53006,DV,13585,0.0
53007,DV,12259,0.0
53008,DV,18949,0.0
53009,DV,13126,0.0
53010,DV,19582,0.0
53011,DV,13705,0.0
53012,DV,18188,0.0
53013,DV,18772,0.0
53014,DV,12257,0.0
53015,DV,20888,0.0
53016,DV,8758,0.0
53017,DV,19349,0.0
53018,DV,13414,0.0
53019,DV,15854,0.0
53020,DV,13494,0.0
53021,DV,18072,0.0
53022,DV,20678,0.0
53023,DV,20121,0.0
53024,DV,12782,0.0
53025,DV,20180,0.0
53026,DV,20230,0.0
53027,DV,19975,0.0
53028,DV,17857,0.0
53029,DV,16745,0.0
53030,DV,21603,0.0
53031,DV,14750,0.0
53032,DV,20304,0.0
53033,DV,9199,0.0
53034,DV,15452,0.0
53035,DV,14419,0.0
53036,DV,20684,0.0
53037,DV,19557,0.0
53038,DV,15364,0.0
53039,DV,18863,0.0
53040,DV,13147,0.0
53041,DV,20841,0.0
53042,DV,19800,0.0
53043,DV,12812,0.0
53044,DV,12239,0.0
53045,DV,8633,0.0
53046,DV,12670,0.0
53047,DV,20633,0.0
53048,DV,19306,0.0
53049,DV,16423,0.0
53050,DV,16685,0.0
53051,DV,12748,0.0
53052,DV,15302,0.0
53053,DV,20785,0.0
53054,DV,8466,0.0
53055,DV,8634,0.0
53056,DV,15722,0.0
53057,DV,19771,0.0
53058,DV,13646,0.0
53059,DV,19795,0.0
53060,DV,20204,0.0
53061,DV,21304,0.0
53062,DV,12531,0.0
53063,DV,18424,0.0
53064,DV,14953,0.0
53065,DV,2628,0.0
53066,DV,15419,0.0
53067,DV,15284,0.0
53068,DV,12581,0.0
53069,DV,19448,0.0
53070,DV,19668,0.0
53071,DV,14265,0.0
53072,DV,13600,0.0
53073,DV,13784,0.0
53074,DV,8727,0.0
53075,DV,21481,0.0
53076,DV,19476,0.0
53077,DV,9311,0.0
53078,DV,20341,0.0
53079,DV,15205,0.0
53080,DV,16173,0.0
53081,DV,13803,0.0
53082,DV,9097,0.0
53083,DV,21327,0.0
53084,DV,18773,0.0
53085,DV,18932,0.0
53086,DV,15958,0.0
53087,DV,13169,0.0
53088,DV,20957,0.0
53089,DV,14062,0.0
53090,DV,19546,0.0
53091,DV,13198,0.0
53092,DV,14914,0.0
53093,DV,12202,0.0
53094,DV,20881,0.0
53095,DV,17323,0.0
53096,DV,14367,0.0
53097,DV,14637,0.0
53098,DV,14923,0.0
53099,DV,15643,0.0
53100,DV,15492,0.0
53101,DV,14223,0.0
53102,DV,13875,0.0
53103,DV,12515,0.0
53104,DV,20181,0.0
53105,DV,9375,0.0
53106,DV,15194,0.0
53107,DV,5286,0.0
53108,DV,13220,0.0
53109,DV,13409,0.0
53110,DV,15884,0.0
53111,DV,13488,0.0
53112,DV,16031,0.0
53113,DV,18566,0.0
53114,DV,15219,0.0
53115,DV,9425,0.0
53116,DV,14630,0.0
53117,DV,19256,0.0
53118,DV,19291,0.0
53119,DV,18891,0.0
53120,DV,19205,0.0
53121,DV,9446,0.0
53122,DV,16120,0.0
53123,DV,9227,0.0
53124,DV,15888,0.0
53125,DV,16394,0.0
53126,DV,9233,0.0
53127,DV,15787,0.0
53128,DV,19346,0.0
53129,DV,14549,0.0
53130,DV,15917,0.0
53131,DV,13084,0.0
53132,DV,19114,0.0
53133,DV,15666,0.0
53134,DV,19199,0.0
53135,DV,11970,0.0
53136,DV,19690,0.0
53137,DV,15911,0.0
53138,DV,19000,0.0
53139,DV,16545,0.0
53140,DV,14072,0.0
53141,DV,14710,0.0
53142,DV,12660,0.0
53143,DV,15099,0.0
53144,DV,16513,0.0
53145,DV,14097,0.0
53146,DV,13125,0.0
53147,DV,18741,0.0
53148,DV,13615,0.0
53149,DV,19451,0.0
53150,DV,16601,0.0
53151,DV,14137,0.0
53152,DV,19466,0.0
53153,DV,13717,0.0
53154,DV,15212,0.0
53155,DV,16098,0.0
53156,DV,19831,0.0
53157,DV,20906,0.0
53158,DV,19562,0.0
53159,DV,19945,0.0
53160,DV,19622,0.0
53161,DV,13281,0.0
53162,DV,20192,0.0
53163,DV,21107,0.0
53164,DV,12839,0.0
53165,DV,21021,0.0
53166,DV,13604,0.0
53167,DV,9260,0.0
53168,DV,20327,0.0
53169,DV,13881,0.0
53170,DV,14429,0.0
53171,DV,12684,0.0
53172,DV,21017,0.0
53173,DV,15114,0.0
53174,DV,15826,0.0
53175,DV,19643,0.0
53176,DV,19392,0.0
53177,DV,16364,0.0
53178,DV,12755,0.0
53179,DV,15795,0.0
53180,DV,16474,0.0
53181,DV,18600,0.0
53182,DV,8913,0.0
53183,DV,15157,0.0
53184,DV,19595,0.0
53185,DV,18580,0.0
53186,DV,13807,0.0
53187,DV,20796,0.0
53188,DV,15901,0.0
53189,DV,12728,0.0
53190,DV,19279,0.0
53191,DV,12445,0.0
53192,DV,18862,0.0
53193,DV,15975,0.0
53194,DV,12833,0.0
53195,DV,15299,0.0
53196,DV,16213,0.0
53197,DV,19310,0.0
53198,DV,4266,0.0
53199,DV,19369,0.0
53200,DV,12589,0.0
53201,DV,16135,0.0
53202,DV,12087,0.0
53203,DV,9399,0.0
53204,DV,15103,0.0
53205,DV,8718,0.0
53206,DV,16255,0.0
53207,DV,19865,0.0
53208,DV,13554,0.0
53209,DV,19957,0.0
53210,DV,13767,0.0
53211,DV,20879,0.0
53212,DV,8632,0.0
53213,DV,12150,0.0
53214,DV,14150,0.0
53215,DV,14580,0.0
53216,DV,19218,0.0
53217,DV,15681,0.0
53218,DV,20802,0.0
53219,DV,12317,0.0
53220,DV,14473,0.0
53221,DV,13817,0.0
53222,DV,14736,0.0
53223,DV,15342,0.0
53224,DV,16150,0.0
53225,DV,9309,0.0
53226,DV,21045,0.0
53227,DV,14385,0.0
53228,DV,12403,0.0
53229,DV,15851,0.0
53230,DV,20911,0.0
53231,DV,14433,0.0
53232,DV,19275,0.0
53233,DV,13195,0.0
53234,DV,12095,0.0
53235,DV,19263,0.0
53236,DV,20188,0.0
53237,DV,21497,0.0
53238,DV,19829,0.0
53239,DV,15125,0.0
53240,DV,15847,0.0
53241,DV,14830,0.0
53242,DV,12157,0.0
53243,DV,19614,0.0
53244,DV,8717,0.0
53245,DV,15200,0.0
53246,DV,14075,0.0
53247,DV,16018,0.0
53248,DV,20712,0.0
53249,DV,14373,0.0
53250,DV,18946,0.0
53251,DV,15625,0.0
53252,DV,14491,0.0
53253,DV,12583,0.0
53254,DV,14723,0.0
53255,DV,20346,0.0
53256,DV,15764,0.0
53257,DV,15876,0.0
53258,DV,13526,0.0
53259,DV,9322,0.0
53260,DV,15307,0.0
53261,DV,19317,0.0
53262,DV,19401,0.0
53263,DV,15883,0.0
53264,DV,20059,0.0
53265,DV,15743,0.0
53266,DV,9179,0.0
53267,DV,14681,0.0
53268,DV,20480,0.0
53269,DV,13675,0.0
53270,DV,13583,0.0
53271,DV,18366,0.0
53272,DV,11998,0.0
53273,DV,15104,0.0
53274,DV,12508,0.0
53275,DV,8647,0.0
53276,DV,12195,0.0
53277,DV,15081,0.0
53278,DV,14509,0.0
53279,DV,8778,0.0
53280,DV,18999,0.0
53281,DV,19446,0.0
53282,DV,16476,0.0
53283,DV,15002,0.0
53284,DV,9310,0.0
53285,DV,13862,0.0
53286,DV,12651,0.0
53287,DV,12775,0.0
53288,DV,19272,0.0
53289,DV,14668,0.0
53290,DV,15828,0.0
53291,DV,16147,0.0
53292,DV,15116,0.0
53293,DV,12261,0.0
53294,DV,16024,0.0
53295,DV,18820,0.0
53296,DV,20426,0.0
53297,DV,12337,0.0
53298,DV,14454,0.0
53299,DV,20049,0.0
53300,DV,20587,0.0
53301,DV,19920,0.0
53302,DV,20964,0.0
53303,DV,15915,0.0
53304,DV,13759,0.0
53305,DV,20880,0.0
53306,DV,19147,0.0
53307,DV,15304,0.0
53308,DV,15174,0.0
53309,DV,14850,0.0
53310,DV,16410,0.0
53311,DV,16697,0.0
53312,DV,20144,0.0
53313,DV,19076,0.0
53314,DV,21469,0.0
53315,DV,11859,0.0
53316,DV,1112,0.0
53317,DV,19494,0.0
53318,DV,20648,0.0
53319,DV,20118,0.0
53320,DV,14259,0.0
53321,DV,20614,0.0
53322,DV,12876,0.0
53323,DV,470,0.0
53324,DV,13806,0.0
53325,DV,14794,0.0
53326,DV,21287,0.0
53327,DV,12555,0.0
53328,DV,19161,0.0
53329,DV,15470,0.0
53330,DV,13428,0.0
53331,DV,14671,0.0
53332,DV,15128,0.0
53333,DV,12441,0.0
53334,DV,19951,0.0
53335,DV,16296,0.0
53336,DV,11890,0.0
53337,DV,12166,0.0
53338,DV,17114,0.0
53339,DV,7936,0.0
53340,DV,19551,0.0
53341,DV,15631,0.0
53342,DV,19004,0.0
53343,DV,21641,0.0
53344,DV,14917,0.0
53345,DV,20705,0.0
53346,DV,20960,0.0
53347,DV,18182,0.0
53348,DV,19415,0.0
53349,DV,19973,0.0
53350,DV,15996,0.0
53351,DV,16544,0.0
53352,DV,14255,0.0
53353,DV,18441,0.0
53354,DV,20885,0.0
53355,DV,4203,0.0
53356,DV,12559,0.0
53357,DV,18882,0.0
53358,DV,13335,0.0
53359,DV,16225,0.0
53360,DV,14007,0.0
53361,DV,14945,0.0
53362,DV,20138,0.0
53363,DV,9410,0.0
53364,DV,20863,0.0
53365,DV,19424,0.0
53366,DV,14951,0.0
53367,DV,20592,0.0
53368,DV,20736,0.0
53369,DV,20371,0.0
53370,DV,18070,0.0
53371,DV,12745,0.0
53372,DV,19191,0.0
53373,DV,15178,0.0
53374,DV,9359,0.0
53375,DV,16977,0.0
53376,DV,18525,0.0
53377,DV,19608,0.0
53378,DV,20301,0.0
53379,DV,8967,0.0
53380,DV,17227,0.0
53381,DV,8699,0.0
53382,DV,15355,0.0
53383,DV,17653,0.0
53384,DV,16838,0.0
53385,DV,19625,0.0
53386,DV,21070,0.0
53387,DV,12119,0.0
53388,DV,12045,0.0
53389,DV,13733,0.0
53390,DV,18545,0.0
53391,DV,18897,0.0
53392,DV,14477,0.0
53393,DV,14741,0.0
53394,DV,15484,0.0
53395,DV,21110,0.0
53396,DV,16184,0.0
53397,DV,20816,0.0
53398,DV,21265,0.0
53399,DV,20122,0.0
53400,DV,9165,0.0
53401,DV,21094,0.0
53402,DV,14119,0.0
53403,DV,14725,0.0
53404,DV,16153,0.0
53405,DV,8803,0.0
53406,DV,17858,0.0
53407,DV,21642,0.0
53408,DV,12260,0.0
53409,DV,16185,0.0
53410,DV,9413,0.0
53411,DV,15602,0.0
53412,DV,19422,0.0
53413,DV,18919,0.0
53414,DV,15488,0.0
53415,DV,12289,0.0
53416,DV,15368,0.0
53417,DV,12114,0.0
53418,DV,1796,0.0
53419,DV,21716,0.0
53420,DV,14680,0.0
53421,DV,14571,0.0
53422,DV,19556,0.0
53423,DV,20406,0.0
53424,DV,19905,0.0
53425,DV,20575,0.0
53426,DV,18970,0.0
53427,DV,12509,0.0
53428,DV,9188,0.0
53429,DV,12334,0.0
53430,DV,20854,0.0
53431,DV,8728,0.0
53432,DV,18416,0.0
53433,DV,20085,0.0
53434,DV,12343,0.0
53435,DV,13247,0.0
53436,DV,21596,0.0
53437,DV,13074,0.0
53438,DV,19312,0.0
53439,DV,19937,0.0
53440,DV,14221,0.0
53441,DV,14524,0.0
53442,DV,14784,0.0
53443,DV,20677,0.0
53444,DV,15981,0.0
53445,DV,9182,0.0
53446,DV,19565,0.0
53447,DV,14796,0.0
53448,DV,20584,0.0
53449,DV,16502,0.0
53450,DV,13424,0.0
53451,DV,8514,0.0
53452,DV,16489,0.0
53453,DV,14130,0.0
53454,DV,13229,0.0
53455,DV,13377,0.0
53456,DV,13088,0.0
53457,DV,12874,0.0
53458,DV,14053,0.0
53459,DV,13801,0.0
53460,DV,19531,0.0
53461,DV,14294,0.0
53462,DV,13207,0.0
53463,DV,8756,0.0
53464,DV,13273,0.0
53465,DV,16360,0.0
53466,DV,11863,0.0
53467,DV,13302,0.0
53468,DV,9318,0.0
53469,DV,12704,0.0
53470,DV,18642,0.0
53471,DV,8661,0.0
53472,DV,19481,0.0
53473,DV,19074,0.0
53474,DV,14064,0.0
53475,DV,15902,0.0
53476,DV,12370,0.0
53477,DV,15425,0.0
53478,DV,13889,0.0
53479,DV,14493,0.0
53480,DV,15306,0.0
53481,DV,16079,0.0
53482,DV,14555,0.0
53483,DV,21034,0.0
53484,DV,14173,0.0
53485,DV,15207,0.0
53486,DV,13768,0.0
53487,DV,14125,0.0
53488,DV,14609,0.0
53489,DV,19460,0.0
53490,DV,19111,0.0
53491,DV,19922,0.0
53492,DV,13617,0.0
53493,DV,9392,0.0
53494,DV,15910,0.0
53495,DV,14548,0.0
53496,DV,18974,0.0
53497,DV,20290,0.0
53498,DV,12803,0.0
53499,DV,15018,0.0
53500,DV,21272,0.0
53501,DV,12353,0.0
53502,DV,12273,0.0
53503,DV,9220,0.0
53504,DV,19229,0.0
53505,DV,14797,0.0
53506,DV,13612,0.0
53507,DV,16987,0.0
53508,DV,12821,0.0
53509,DV,14719,0.0
53510,DV,9132,0.0
53511,DV,14204,0.0
53512,DV,9270,0.0
53513,DV,14556,0.0
53514,DV,14858,0.0
53515,DV,15137,0.0
53516,DV,18860,0.0
53517,DV,13296,0.0
53518,DV,19984,0.0
53519,DV,13482,0.0
53520,DV,14133,0.0
53521,DV,19141,0.0
53522,DV,15802,0.0
53523,DV,13530,0.0
53524,DV,18888,0.0
53525,DV,13254,0.0
53526,DV,8590,0.0
53527,DV,19373,0.0
53528,DV,12499,0.0
53529,DV,14055,0.0
53530,DV,19222,0.0
53531,DV,12523,0.0
53532,DV,20917,0.0
53533,DV,8552,0.0
53534,DV,14080,0.0
53535,DV,18370,0.0
53536,DV,14959,0.0
53537,DV,16290,0.0
53538,DV,21077,0.0
53539,DV,12145,0.0
53540,DV,12669,0.0
53541,DV,20234,0.0
53542,DV,14856,0.0
53543,DV,19881,0.0
53544,DV,13910,0.0
53545,DV,9415,0.0
53546,DV,12250,0.0
53547,DV,16101,0.0
53548,DV,13584,0.0
53549,DV,14814,0.0
53550,DV,19480,0.0
53551,DV,20479,0.0
53552,DV,19490,0.0
53553,DV,14181,0.0
53554,DV,14247,0.0
53555,DV,15225,0.0
53556,DV,18871,0.0
53557,DV,16134,0.0
53558,DV,19502,0.0
53559,DV,15552,0.0
53560,DV,14455,0.0
53561,DV,20877,0.0
53562,DV,4580,0.0
53563,DV,16164,0.0
53564,DV,13564,0.0
53565,DV,20786,0.0
53566,DV,8733,0.0
53567,DV,12243,0.0
53568,DV,15237,0.0
53569,DV,21720,0.0
53570,DV,16778,0.0
53571,DV,13503,0.0
53572,DV,19097,0.0
53573,DV,15859,0.0
53574,DV,9350,0.0
53575,DV,20769,0.0
53576,DV,20601,0.0
53577,DV,8652,0.0
53578,DV,19361,0.0
53579,DV,16180,0.0
53580,DV,15335,0.0
53581,DV,20349,0.0
53582,DV,15173,0.0
53583,DV,13913,0.0
53584,DV,14922,0.0
53585,DV,19149,0.0
53586,DV,15596,0.0
53587,DV,14489,0.0
53588,DV,13917,0.0
53589,DV,21112,0.0
53590,DV,14242,0.0
53591,DV,15076,0.0
53592,DV,14899,0.0
53593,DV,13940,0.0
53594,DV,12414,0.0
53595,DV,20435,0.0
53596,DV,14002,0.0
53597,DV,13438,0.0
53598,DV,20328,0.0
53599,DV,13820,0.0
53600,DV,9137,0.0
53601,DV,8849,0.0
53602,DV,9356,0.0
53603,DV,14025,0.0
53604,DV,15815,0.0
53605,DV,8566,0.0
53606,DV,16794,0.0
53607,DV,18579,0.0
53608,DV,14507,0.0
53609,DV,15292,0.0
53610,DV,18892,0.0
53611,DV,20228,0.0
53612,DV,14535,0.0
53613,DV,16644,0.0
53614,DV,20054,0.0
53615,DV,15650,0.0
53616,DV,14048,0.0
53617,DV,12193,0.0
53618,DV,19498,0.0
53619,DV,18886,0.0
53620,DV,15694,0.0
53621,DV,19934,0.0
53622,DV,13943,0.0
53623,DV,9245,0.0
53624,DV,21145,0.0
53625,DV,12813,0.0
53626,DV,16023,0.0
53627,DV,20937,0.0
53628,DV,12020,0.0
53629,DV,14523,0.0
53630,DV,18908,0.0
53631,DV,13490,0.0
53632,DV,19938,0.0
53633,DV,16004,0.0
53634,DV,14846,0.0
53635,DV,19522,0.0
53636,DV,19157,0.0
53637,DV,14762,0.0
53638,DV,13124,0.0
53639,DV,14616,0.0
53640,DV,21035,0.0
53641,DV,15924,0.0
53642,DV,12210,0.0
53643,DV,8579,0.0
53644,DV,19950,0.0
53645,DV,18480,0.0
53646,DV,16322,0.0
53647,DV,19455,0.0
53648,DV,16355,0.0
53649,DV,14857,0.0
53650,DV,13563,0.0
53651,DV,19596,0.0
53652,DV,16742,0.0
53653,DV,12701,0.0
53654,DV,16337,0.0
53655,DV,21620,0.0
53656,DV,12420,0.0
53657,DV,12579,0.0
53658,DV,20075,0.0
53659,DV,13942,0.0
53660,DV,19442,0.0
53661,DV,13702,0.0
53662,DV,20177,0.0
53663,DV,16497,0.0
